"Year","Period","State","State ANSI","Data Item","Domain","Value","Chemical","Chemical_Code","Chemical_Code_num","Chemical_Code_str"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.3,"BACILLUS SUBTILIS "," 6479",6479,"006479"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.3,"BORAX DECAHYDRATE "," 11102",11102,"011102"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.4,"BOSCALID "," 128008",128008,"128008"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",8.6,"CAPTAN "," 81301",81301,"081301"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.3,"CYFLUFENAMID "," 555550",555550,"555550"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.8,"CYPRODINIL "," 288202",288202,"288202"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.6,"FENHEXAMID "," 90209",90209,"090209"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.8,"FLUDIOXONIL "," 71503",71503,"071503"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2,"FLUOPYRAM "," 80302",80302,"080302"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"FLUXAPYROXAD "," 138009",138009,"138009"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"MEFENOXAM "," 113502",113502,"113502"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.3,"MYCLOBUTANIL "," 128857",128857,"128857"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.3,"PENTHIOPYRAD "," 90112",90112,"090112"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.9,"POLYOXIN D ZINC SALT "," 230000",230000,"230000"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",5,"POTASSIUM BICARBON. "," 73508",73508,"073508"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"PROPICONAZOLE "," 122101",122101,"122101"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.3,"PYRACLOSTROBIN "," 99100",99100,"099100"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.4,"PYRIMETHANIL "," 288201",288201,"288201"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.4,"QUINOLINE "," 55459",55459,"055459"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",4.6,"SULFUR "," 77501",77501,"077501"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.5,"TETRACONAZOLE "," 120603",120603,"120603"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.2,"THIOPHANATE-METHYL "," 102001",102001,"102001"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2.3,"THIRAM "," 79801",79801,"079801"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",2,"TRIFLOXYSTROBIN "," 129112",129112,"129112"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","FUNGICIDE",1.8,"TRIFLUMIZOLE "," 128879",128879,"128879"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.2,"FLUMIOXAZIN "," 129034",129034,"129034"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1.3,"OXYFLUORFEN "," 111601",111601,"111601"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","HERBICIDE",1,"PENDIMETHALIN "," 108501",108501,"108501"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"ABAMECTIN "," 122804",122804,"122804"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"ACEQUINOCYL "," 6329",6329,"006329"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"ACETAMIPRID "," 99050",99050,"099050"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"AZADIRACHTIN "," 121701",121701,"121701"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"BIFENAZATE "," 586",586,"000586"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"BIFENTHRIN "," 128825",128825,"128825"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"BT KURSTAK ABTS-1857 "," 6523",6523,"006523"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2,"BT KURSTAKI ABTS-351 "," 6522",6522,"006522"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.7,"BT KURSTAKI SA-11 "," 6519",6519,"006519"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"CHLORANTRANILIPROLE "," 90100",90100,"090100"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.9,"CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA "," 16329",16329,"016329"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"CYANTRANILIPROLE "," 90098",90098,"090098"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"CYFLUMETOFEN "," 138831",138831,"138831"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.1,"FENPROPATHRIN "," 127901",127901,"127901"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.1,"FENPYROXIMATE "," 129131",129131,"129131"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.8,"FLONICAMID "," 128016",128016,"128016"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"FLUPYRADIFURONE "," 122304",122304,"122304"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"HEXYTHIAZOX "," 128849",128849,"128849"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"IMIDACLOPRID "," 129099",129099,"129099"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"MALATHION "," 57701",57701,"057701"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"METHOXYFENOZIDE "," 121027",121027,"121027"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"NALED "," 34401",34401,"034401"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"NEEM OIL "," 25006",25006,"025006"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.2,"NEEM OIL, CLAR. HYD. "," 25007",25007,"025007"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",2.2,"NOVALURON "," 124002",124002,"124002"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.6,"PYRETHRINS "," 69001",69001,"069001"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.5,"SPINETORAM "," 110007",110007,"110007"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.3,"SPINOSAD "," 110003",110003,"110003"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.1,"SPIROMESIFEN "," 24875",24875,"024875"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","INSECTICIDE",1.4,"THIAMETHOXAM "," 60109",60109,"060109"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.1,"CHLOROPICRIN "," 81501",81501,"081501"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.1,"DICHLOROPROPENE "," 29001",29001,"029001"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.6,"FLUTRIAFOL "," 128940",128940,"128940"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",2,"HYDROGEN PEROXIDE "," 595",595,"000595"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.2,"METAM-POTASSIUM "," 39002",39002,"039002"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",2,"PEROXYACETIC ACID "," 63201",63201,"063201"
2021,"YEAR","CALIFORNIA","06","NUMBER, AVG","OTHER",1.3,"REYNOUTRIA SACHALINE "," 55809",55809,"055809"
2021,"YEAR","CALIFORNIA","06","CWT","TOTAL",70000,NA,NA,NA,NA
2021,"YEAR","CALIFORNIA","06","CWT","TOTAL",24130000,NA,NA,NA,NA
2021,"YEAR","CALIFORNIA","06","TONS","TOTAL",1207500,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","$","TOTAL",399010000,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","CWT","TOTAL",2500000,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","TONS","TOTAL",125000,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","LB","FUNGICIDE",135100,"CAPTAN "," 81301",81301,"081301"
2021,"YEAR","FLORIDA","12","LB","FUNGICIDE",5500,"CYPRODINIL "," 288202",288202,"288202"
2021,"YEAR","FLORIDA","12","LB","FUNGICIDE",4500,"FLUDIOXONIL "," 71503",71503,"071503"
2021,"YEAR","FLORIDA","12","LB","FUNGICIDE",142400,"THIRAM "," 79801",79801,"079801"
2021,"YEAR","FLORIDA","12","LB","FUNGICIDE",303200,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","LB","HERBICIDE",2600,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","LB","INSECTICIDE",1100,"NOVALURON "," 124002",124002,"124002"
2021,"YEAR","FLORIDA","12","LB","INSECTICIDE",700,"SPINETORAM "," 110007",110007,"110007"
2021,"YEAR","FLORIDA","12","LB","INSECTICIDE",6200,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","LB","OTHER",8600,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.025,"CAPTAN "," 81301",81301,"081301"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.294,"CYPRODINIL "," 288202",288202,"288202"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.189,"FLUDIOXONIL "," 71503",71503,"071503"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.38,"THIRAM "," 79801",79801,"079801"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.017,"ABAMECTIN "," 122804",122804,"122804"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.072,"NOVALURON "," 124002",124002,"124002"
2021,"YEAR","FLORIDA","12","LB / ACRE / APPLICATION, AVG","INSECTICIDE",0.069,"SPINETORAM "," 110007",110007,"110007"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",21.339,"CAPTAN "," 81301",81301,"081301"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.816,"CYPRODINIL "," 288202",288202,"288202"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",0.652,"FLUDIOXONIL "," 71503",71503,"071503"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","FUNGICIDE",22.509,"THIRAM "," 79801",79801,"079801"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.037,"ABAMECTIN "," 122804",122804,"122804"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.187,"NOVALURON "," 124002",124002,"124002"
2021,"YEAR","FLORIDA","12","LB / ACRE / YEAR, AVG","INSECTICIDE",0.124,"SPINETORAM "," 110007",110007,"110007"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",10.5,"CAPTAN "," 81301",81301,"081301"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",2.8,"CYPRODINIL "," 288202",288202,"288202"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",3.4,"FLUDIOXONIL "," 71503",71503,"071503"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","FUNGICIDE",9.5,"THIRAM "," 79801",79801,"079801"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",2.1,"ABAMECTIN "," 122804",122804,"122804"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",2.6,"NOVALURON "," 124002",124002,"124002"
2021,"YEAR","FLORIDA","12","NUMBER, AVG","INSECTICIDE",1.8,"SPINETORAM "," 110007",110007,"110007"
2021,"YEAR","FLORIDA","12","CWT","TOTAL",0,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","CWT","TOTAL",2500000,NA,NA,NA,NA
2021,"YEAR","FLORIDA","12","TONS","TOTAL",125000,NA,NA,NA,NA
2020,"MARKETING YEAR","CALIFORNIA","06","$ / CWT","TOTAL",93.1,NA,NA,NA,NA
2020,"MARKETING YEAR","FLORIDA","12","$ / CWT","TOTAL",139,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","$","TOTAL",2211430000,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","CWT","TOTAL",23800000,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","TONS","TOTAL",1190000,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","CWT","TOTAL",50000,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","CWT","TOTAL",23750000,NA,NA,NA,NA
2020,"YEAR","CALIFORNIA","06","TONS","TOTAL",1187500,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","$","TOTAL",397790000,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","CWT","TOTAL",2870000,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","TONS","TOTAL",143500,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","CWT","TOTAL",10000,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","CWT","TOTAL",2860000,NA,NA,NA,NA
2020,"YEAR","FLORIDA","12","TONS","TOTAL",143000,NA,NA,NA,NA
2019,"MARKETING YEAR","CALIFORNIA","06","$ / CWT","TOTAL",110,NA,NA,NA,NA
2019,"MARKETING YEAR","FLORIDA","12","$ / CWT","TOTAL",152,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","$","TOTAL",2286330000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","CWT","TOTAL",20800000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",5500,"AZOXYSTROBIN "," 128810",128810,"128810"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",1200,"BLAD "," 30006",30006,"030006"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",300,"BORAX DECAHYDRATE "," 11102",11102,"011102"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",6200,"BOSCALID "," 128008",128008,"128008"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",283500,"CAPTAN "," 81301",81301,"081301"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",400,"CYFLUFENAMID "," 555550",555550,"555550"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",16600,"CYPRODINIL "," 288202",288202,"288202"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",900,"DIFENOCONAZOLE "," 128847",128847,"128847"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",15000,"FENHEXAMID "," 90209",90209,"090209"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",11100,"FLUDIOXONIL "," 71503",71503,"071503"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",3900,"FLUOPYRAM "," 80302",80302,"080302"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",3900,"FLUXAPYROXAD "," 138009",138009,"138009"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",34200,"FOSETYL-AL "," 123301",123301,"123301"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",9300,"MEFENOXAM "," 113502",113502,"113502"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",5600,"MYCLOBUTANIL "," 128857",128857,"128857"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",7000,"PENTHIOPYRAD "," 90112",90112,"090112"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",1400,"POLYOXIN D ZINC SALT "," 230000",230000,"230000"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",11300,"POTASSIUM BICARBON. "," 73508",73508,"073508"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",1600,"PROPICONAZOLE "," 122101",122101,"122101"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",7400,"PYRACLOSTROBIN "," 99100",99100,"099100"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",9300,"PYRIMETHANIL "," 288201",288201,"288201"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",4800,"QUINOLINE "," 55459",55459,"055459"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",686000,"SULFUR "," 77501",77501,"077501"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",600,"TETRACONAZOLE "," 120603",120603,"120603"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",3300,"THIOPHANATE-METHYL "," 102001",102001,"102001"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",90900,"THIRAM "," 79801",79801,"079801"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",1233500,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",4200,"TRIFLOXYSTROBIN "," 129112",129112,"129112"
2019,"YEAR","CALIFORNIA","06","LB","FUNGICIDE",7200,"TRIFLUMIZOLE "," 128879",128879,"128879"
2019,"YEAR","CALIFORNIA","06","LB","HERBICIDE",200,"CARFENTRAZONE-ETHYL "," 128712",128712,"128712"
2019,"YEAR","CALIFORNIA","06","LB","HERBICIDE",1100,"FLUMIOXAZIN "," 129034",129034,"129034"
2019,"YEAR","CALIFORNIA","06","LB","HERBICIDE",1300,"OXYFLUORFEN "," 111601",111601,"111601"
2019,"YEAR","CALIFORNIA","06","LB","HERBICIDE",5500,"PENDIMETHALIN "," 108501",108501,"108501"
2019,"YEAR","CALIFORNIA","06","LB","HERBICIDE",10200,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",500,"ABAMECTIN "," 122804",122804,"122804"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",5400,"ACEQUINOCYL "," 6329",6329,"006329"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",2800,"ACETAMIPRID "," 99050",99050,"099050"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",800,"AZADIRACHTIN "," 121701",121701,"121701"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",17900,"BIFENAZATE "," 586",586,"000586"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",7300,"BIFENTHRIN "," 128825",128825,"128825"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1900,"CHLORANTRANILIPROLE "," 90100",90100,"090100"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",900,"CYANTRANILIPROLE "," 90098",90098,"090098"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",5200,"CYFLUMETOFEN "," 138831",138831,"138831"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1200,"ETOXAZOLE "," 107091",107091,"107091"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",6000,"FENPROPATHRIN "," 127901",127901,"127901"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",400,"FENPYROXIMATE "," 129131",129131,"129131"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",3300,"FLONICAMID "," 128016",128016,"128016"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",4800,"FLUPYRADIFURONE "," 122304",122304,"122304"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",2300,"HEXYTHIAZOX "," 128849",128849,"128849"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",3500,"IMIDACLOPRID "," 129099",129099,"129099"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",56700,"MALATHION "," 57701",57701,"057701"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",3300,"METHOXYFENOZIDE "," 121027",121027,"121027"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",12700,"NALED "," 34401",34401,"034401"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1100,"NEEM OIL "," 25006",25006,"025006"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",51600,"NEEM OIL, CLAR. HYD. "," 25007",25007,"025007"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",4600,"NOVALURON "," 124002",124002,"124002"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1200,"PIPERONYL BUTOXIDE "," 67501",67501,"067501"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",200,"PYRETHRINS "," 69001",69001,"069001"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",100,"PYRIPROXYFEN "," 129032",129032,"129032"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",2300,"SPINETORAM "," 110007",110007,"110007"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",600,"SPINOSAD "," 110003",110003,"110003"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1800,"SPIROMESIFEN "," 24875",24875,"024875"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1000,"SULFOXAFLOR "," 5210",5210,"005210"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",1400,"THIAMETHOXAM "," 60109",60109,"060109"
2019,"YEAR","CALIFORNIA","06","LB","INSECTICIDE",212600,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","OTHER",6146600,"CHLOROPICRIN "," 81501",81501,"081501"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",1045700,"DICHLOROPROPENE "," 29001",29001,"029001"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",1700,"FLUTRIAFOL "," 128940",128940,"128940"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",100,"IRON PHOSPHATE "," 34903",34903,"034903"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",254000,"METAM-POTASSIUM "," 39002",39002,"039002"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",244000,"METAM-SODIUM "," 39003",39003,"039003"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",600,"REYNOUTRIA SACHALINE "," 55809",55809,"055809"
2019,"YEAR","CALIFORNIA","06","LB","OTHER",7698900,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FERTILIZER",668000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FERTILIZER",493000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FERTILIZER",430000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB","FERTILIZER",57000,NA,NA,NA,NA
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.205,"AZOXYSTROBIN "," 128810",128810,"128810"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.482,"BLAD "," 30006",30006,"030006"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.023,"BORAX DECAHYDRATE "," 11102",11102,"011102"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.337,"BOSCALID "," 128008",128008,"128008"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",1.739,"CAPTAN "," 81301",81301,"081301"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.023,"CYFLUFENAMID "," 555550",555550,"555550"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.32,"CYPRODINIL "," 288202",288202,"288202"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.114,"DIFENOCONAZOLE "," 128847",128847,"128847"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.623,"FENHEXAMID "," 90209",90209,"090209"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.213,"FLUDIOXONIL "," 71503",71503,"071503"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.113,"FLUOPYRAM "," 80302",80302,"080302"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.168,"FLUXAPYROXAD "," 138009",138009,"138009"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",3.997,"FOSETYL-AL "," 123301",123301,"123301"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.493,"MEFENOXAM "," 113502",113502,"113502"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.106,"MYCLOBUTANIL "," 128857",128857,"128857"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.303,"PENTHIOPYRAD "," 90112",90112,"090112"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.073,"POLYOXIN D ZINC SALT "," 230000",230000,"230000"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",2.381,"POTASSIUM BICARBON. "," 73508",73508,"073508"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.112,"PROPICONAZOLE "," 122101",122101,"122101"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.169,"PYRACLOSTROBIN "," 99100",99100,"099100"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.51,"PYRIMETHANIL "," 288201",288201,"288201"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.097,"QUINOLINE "," 55459",55459,"055459"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",3.656,"SULFUR "," 77501",77501,"077501"
2019,"YEAR","CALIFORNIA","06","LB / ACRE / APPLICATION, AVG","FUNGICIDE",0.039,"TETRACONAZOLE "," 120603",120603,"120603"
